controller,tier,condition,seed,trial_seed,success,collision,path_length,time_to_goal,min_clearance,steering_smoothness,final_goal_distance,steps
E_ann_imitator,sparse,faulty,11,891107,False,False,800.0,400,4.299016508048892,3.488140466614589,71.7890809498425,400
E_ann_imitator,sparse,faulty,12,419585,False,True,524.0,400,3.252603883382739,2.869929499455766,72.76026562523941,262
E_ann_imitator,sparse,faulty,13,197278,False,True,48.00000000000001,400,2.117573429982646,8.414328897309483,70.92442733234735,24
E_ann_imitator,sparse,faulty,14,662269,False,True,98.0,400,3.4901839653015134,2.6639326664035825,86.86980488563817,49
E_ann_imitator,dense,clean,0,404653,False,False,800.0,400,2.7982892143476943,4.305207959615453,69.39555788906567,400
E_ann_imitator,dense,clean,1,215753,False,True,98.0,400,1.9810061373680636,5.818376057637061,93.19468858836406,49
E_ann_imitator,dense,clean,2,944924,False,True,16.0,400,2.674811332028729,17.50341958435492,103.959193041202,8
E_ann_imitator,dense,clean,3,12413,False,True,30.0,400,3.3664717150920485,7.266848961018441,90.25422077764232,15
E_ann_imitator,dense,clean,4,839153,False,True,292.0,400,2.1206685616687273,4.780431181925214,63.15897472076786,146
E_ann_imitator,dense,clean,5,26206,False,True,52.0,400,2.157564207339826,8.24803613136511,79.06587111444863,26
E_ann_imitator,dense,clean,6,85702,False,True,105.99999999999999,400,2.2229327104738044,4.716464105957849,91.97114917744892,53
E_ann_imitator,dense,clean,7,720542,False,True,168.0,400,3.447174241663578,4.436198937680225,81.90424174677847,84
E_ann_imitator,dense,clean,8,43194,False,True,106.0,400,2.7415574391840325,6.190078049862519,39.19422023214769,53
E_ann_imitator,dense,clean,9,76840,False,True,30.0,400,1.7335121797602204,12.971451070767618,89.10819861413005,15
E_ann_imitator,dense,clean,10,827195,False,True,80.00000000000001,400,4.041437654261487,7.931603002034893,75.79835034474847,40
E_ann_imitator,dense,clean,11,891107,False,True,46.0,400,2.2135147971472087,8.049265898674896,85.47403235390759,23
E_ann_imitator,dense,clean,12,419585,False,True,75.99999999999999,400,1.5630308492802343,6.485477166091212,84.1658268353125,38
E_ann_imitator,dense,clean,13,197278,False,True,110.0,400,2.145344441007848,6.11120605299082,91.51684698191121,55
E_ann_imitator,dense,clean,14,662269,False,True,80.0,400,3.6605956944154543,5.667715251630382,62.652926127956086,40
E_ann_imitator,dense,faulty,0,404653,False,True,135.99999999999997,400,3.436562886754027,5.079129460065497,90.70358264449953,68
E_ann_imitator,dense,faulty,1,215753,False,True,286.0,400,2.7889670531504134,3.5839308928874494,44.61247531077755,143
E_ann_imitator,dense,faulty,2,944924,False,True,16.0,400,2.674811332028729,17.50341958435492,103.959193041202,8
E_ann_imitator,dense,faulty,3,12413,False,True,30.0,400,3.3664717150920485,7.266848961018441,90.25422077764232,15
E_ann_imitator,dense,faulty,4,839153,False,True,158.0,400,1.8726947766361481,5.233879261525819,25.482578131192348,79
E_ann_imitator,dense,faulty,5,26206,False,True,52.0,400,2.157564207339826,8.24803613136511,79.06587111444863,26
E_ann_imitator,dense,faulty,6,85702,False,True,102.0,400,1.7675044232468298,9.296450687394893,93.52564876005033,51
